"","obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_hum","AccCO2_soda","AccH2O_des","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","site"
"46",46,1657479570,317,2022-07-10 13:59:30,13:59:30,5,"potfru_r1","ozzie",1657479567.5,0.00208900802970432,2.08900802970433,15.3006168567818,751.81698938464,378.938700100421,27.7915546441678,55.138635714325,0.0714834772530549,3.15560642365557,0.0705959190792432,0.0442012747534973,321.505667666667,28.4878363759579,28.4878363759579,3.90411007186523,50.1401306823002,1.8185568017717,3.6269486677139,2.08555327009353,-92.1252541099608,-214.666200426632,-14.8072364415836,-0.0930233115102226,51.641136516762,2.02685967889831,15.3006168567818,799.140083836584,777.751872727273,3.41481336969386,64.5051833422349,2.08900802970433,23.7268473864313,24.8009133333333,0.00566785602917266,77.4787496490575,0,0,1,0,38878,1999.93888888889,1681.14836666667,0.84059986832931,0.160757745875568,2.7,0.5,"0: Broadleaf",2,TRUE,1657479567.5,751.817,780.519555555556,24.7960777777778,23.7289555555556,742.177444444445,24.4275,500.113666666667,73.2958666666667,0.0446357333333333,27.2260222222222,28.0233888888889,999.9,0,0,10010,0,1599.18555555556,-28.7023888888889,770.933222222222,799.490444444444,1.06712444444444,780.519555555556,23.7289555555556,1.81745,1.73923222222222,15.9376888888889,15.2511,1999.93888888889,0.980002333333333,0.0199974111111111,0,2.28948888888889,0,3318.57888888889,17299.6222222222,40.951,41.062,40.75,39.125,40.0413333333333,1959.94888888889,39.99,0,1657479544.3,0,0,"--:--:--",1657313570,1657313571.5,0,-0.183,-0.004,8.751,0.37,417,25,0.7,0.09,-28.349812195122,-3.41507665505221,0.476916599138891,0,1.06457731707317,-0.00201324041811906,0.00321031418900822,1,1,2,"1/2",2.97056,2.69767,0.112928,0.116838,0.0861991,0.0841724,34420.2,37429.9,35177.1,38452.4,45612.9,50865,55015.3,61680,1.9522,2.1284,0.063628,0,27.0042,999.9,42.235,35.238,32.9764,53.1201,36.4062,2,0.14,2.90987,20.1223,5.19932,12.0099,4.9756,3.294,9999,9999,9999,582.9,1.86313,1.86795,1.86768,1.8689,1.86966,1.86569,1.86676,1.8681,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,9.694,0.3688,4.13642936665236,0.00845226877254873,-1.69596367087116e-06,4.01571750291996e-10,-0.0933317125700415,-0.0123801713234467,0.00146137830298027,-7.38890925161513e-06,15,2141,1,40,2766.7,2766.6,2.20215,2.65015,2.24854,2.73438,1.99585,2.41089,39.7673,13.8606,18,500.301,623.09,21.4114,29.0338,30.0007,29.0755,29.0262,44.2142,27.0417,0,21.4144,809.973,23.7376,102.035,102.665,"road"
"47",47,1657479575,322,2022-07-10 13:59:35,13:59:35,5,"potfru_r1","ozzie",1657479572.2,0.00204502248839532,2.04502248839532,15.5883104493772,767.443289133994,379.612883972074,27.8416110287396,56.2859124250826,0.0698772645307627,3.15146322989699,0.0690277885690662,0.0432178293940277,321.5187726,28.5020708007912,28.5020708007912,3.90733921725958,50.1557679841128,1.81932958877785,3.62735865066234,2.08800962848173,-90.1854917382338,-216.475271776408,-14.9528595903888,-0.0948505050301094,52.6232259184934,2.02908828171917,15.5883104493772,816.636265856268,794.913030303031,3.45971488658807,64.5051833422349,2.04502248839532,23.7363453825614,24.8096872727273,0.00079493034260619,77.4787496490575,0,0,1,0,38767,2000.021,1681.21734,0.840599843701641,0.160757698344167,2.7,0.5,"0: Broadleaf",2,TRUE,1657479572.2,767.4433,796.7019,24.80607,23.7375,757.7015,24.43707,499.9801,73.29676,0.04535299,27.22795,28.02189,999.9,0,0,9991.5,0,1599.289,-29.25846,786.9649,816.0735,1.068565,796.7019,23.7375,1.818204,1.739883,15.94417,15.2569,2000.021,0.980003,0.0199967,0,2.34513,0,3330.865,17300.34,40.9622,41.062,40.75,39.125,40.062,1960.031,39.99,0,1657479549.1,0,0,"--:--:--",1657313570,1657313571.5,0,-0.183,-0.004,8.751,0.37,417,25,0.7,0.09,-28.626356097561,-3.37711777003482,0.487849358020851,0,1.06549512195122,0.0153608362369355,0.00339632521780936,1,1,2,"1/2",2.97144,2.69893,0.114603,0.118543,0.0862192,0.0841881,34353.9,37357.2,35175.8,38451.9,45610.8,50862.5,55013.8,61677.9,1.952,2.1282,0.0595748,0,27.034,999.9,42.235,35.238,32.9783,53.2201,36.4543,2,0.140854,2.9466,20.1226,5.19932,12.0099,4.9756,3.294,9999,9999,9999,582.9,1.8631,1.86795,1.86768,1.8689,1.86966,1.86569,1.86673,1.86807,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,9.802,0.3691,4.13642936665236,0.00845226877254873,-1.69596367087116e-06,4.01571750291996e-10,-0.0933317125700415,-0.0123801713234467,0.00146137830298027,-7.38890925161513e-06,15,2141,1,40,2766.8,2766.7,2.24121,2.64404,2.24854,2.73438,1.99585,2.37671,39.7673,13.8518,18,500.168,622.931,21.3886,29.0387,30.0009,29.0755,29.0262,44.9309,27.0417,0,21.3869,823.446,23.7355,102.032,102.662,"road"
"48",48,1657479580,327,2022-07-10 13:59:40,13:59:40,5,"potfru_r1","ozzie",1657479577.5,0.00205212800899264,2.05212800899265,16.0618579576402,785.354655460168,387.804992869371,28.4421157782439,57.5989181374595,0.0702237256041368,3.15262195163261,0.0693661720426329,0.0434300326952872,321.511407953065,28.4920564658561,28.4920564658561,3.90506717602563,50.1979426027642,1.82002505841388,3.62569652070493,2.08504211761175,-90.4988451965757,-216.18134000718,-14.9257409546915,-0.0945182053823714,52.5727548416346,2.03872409971161,16.0618579576402,834.113707053767,812.20856969697,3.4392655734009,64.5051833422349,2.05212800899265,23.7409335149946,24.8183375757576,0.00069043695635101,77.4787496490575,0,0,1,0,38711,1999.97444444444,1681.17826733319,0.840599874664995,0.160757758103441,2.7,0.5,"0: Broadleaf",2,TRUE,1657479577.5,785.354666666667,814.605777777778,24.8158333333333,23.7423444444444,775.496,24.4464,500.047555555556,73.2965555555556,0.0447275666666667,27.2201333333333,28.0229333333333,999.9,0,0,9996.66666666667,0,1598.86888888889,-29.2511,805.339777777778,834.416888888889,1.07349333333333,814.605777777778,23.7423444444444,1.81891444444444,1.74023111111111,15.9503,15.2600444444444,1999.97444444444,0.980002,0.0199977666666667,0,2.29114444444444,0,3341.36888888889,17299.9555555556,40.951,41.062,40.75,39.125,40.062,1959.98222222222,39.9911111111111,0,1657479554.5,0,0,"--:--:--",1657313570,1657313571.5,0,-0.183,-0.004,8.751,0.37,417,25,0.7,0.09,-28.9706585365854,-3.05568919860626,0.465717914714115,0,1.06779756097561,0.0371690592334509,0.00459657018501775,1,1,2,"1/2",2.97077,2.69961,0.116292,0.12018,0.0862432,0.0841903,34288.3,37287,35175.8,38451.1,45609.7,50861.7,55013.9,61677.1,1.951,2.1288,0.0584126,0,27.0615,999.9,42.205,35.258,32.9921,53.0201,36.4583,2,0.141402,2.94366,20.1226,5.20052,12.0099,4.976,3.294,9999,9999,9999,582.9,1.8631,1.86786,1.86768,1.86887,1.86966,1.86569,1.86676,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,9.913,0.3696,4.13642936665236,0.00845226877254873,-1.69596367087116e-06,4.01571750291996e-10,-0.0933317125700415,-0.0123801713234467,0.00146137830298027,-7.38890925161513e-06,15,2141,1,40,2766.8,2766.8,2.27539,2.64404,2.24854,2.73315,1.99585,2.38525,39.7925,13.8518,18,499.522,623.434,21.3702,29.0437,30.0008,29.078,29.0286,45.6838,27.0417,0,21.37,843.573,23.7272,102.032,102.661,"road"
"49",49,1657479585,332,2022-07-10 13:59:45,13:59:45,5,"potfru_r1","ozzie",1657479582.2,0.0020521025663548,2.0521025663548,16.5544050674703,801.042888411336,391.955462293847,28.7468955318578,58.7502878386593,0.070270868367453,3.15262233316691,0.0694121707249898,0.0434588829208696,321.508722430948,28.4883673855567,28.4883673855567,3.9042304920496,50.2236239198081,1.8205629387276,3.6249135300043,2.083667553322,-90.4977231762468,-216.180389391374,-14.9251248974401,-0.0945150341120495,52.7427511342633,2.03868698995431,16.5544050674703,851.339841161996,829.27146060606,3.40907463531957,64.5051833422349,2.0521025663548,23.7479779930162,24.8279303030303,0.00017531452510927,77.4787496490575,0,0,1,0,38583,1999.958,1681.16442239946,0.840599863796867,0.160757737127954,2.7,0.5,"0: Broadleaf",2,TRUE,1657479582.2,801.0429,830.4093,24.82284,23.74915,791.0825,24.45311,499.9412,73.29779,0.04446007,27.21645,28.02314,999.9,0,0,9996.5,0,1599.882,-29.36632,821.4332,850.6105,1.073694,830.4093,23.74915,1.819457,1.740759,15.95498,15.26477,1999.958,0.9800021,0.01999766,0,2.26993,0,3348.365,17299.8,40.937,41.0935,40.75,39.125,40.0496,1959.964,39.99,0,1657479559.3,0,0,"--:--:--",1657313570,1657313571.5,0,-0.183,-0.004,8.751,0.37,417,25,0.7,0.09,-29.1632853658537,-2.23928571428569,0.410135813056718,0,1.06994219512195,0.0366399303135899,0.00464612375138103,1,1,2,"1/2",2.97112,2.69908,0.11795,0.121783,0.0862634,0.0842187,34223.4,37218.6,35175.2,38450.7,45607.8,50859.6,55012.8,61676.4,1.9514,2.1288,0.0581741,0,27.0844,999.9,42.205,35.268,33.0095,53.3001,36.4343,2,0.142012,2.94312,20.1228,5.19812,12.0099,4.976,3.294,9999,9999,9999,582.9,1.8631,1.86789,1.86768,1.8689,1.86966,1.86569,1.86676,1.8681,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,10.02,0.3699,4.13642936665236,0.00845226877254873,-1.69596367087116e-06,4.01571750291996e-10,-0.0933317125700415,-0.0123801713234467,0.00146137830298027,-7.38890925161513e-06,15,2141,1,40,2766.9,2766.9,2.31201,2.64893,2.24854,2.73438,1.99585,2.37671,39.7925,13.8518,18,499.81,623.434,21.3503,29.0512,30.0008,29.0805,29.0286,46.3506,27.0417,0,21.3511,857.006,23.7163,102.03,102.66,"road"
"50",50,1657479590,337,2022-07-10 13:59:50,13:59:50,5,"potfru_r1","ozzie",1657479587.5,0.00203712418051548,2.03712418051549,16.5824222630372,818.606432762569,405.618270429713,29.7484818633067,60.0374795554073,0.0698025303378089,3.14823219298406,0.0689539999967427,0.0431716275714846,321.522778098981,28.4842372949322,28.4842372949322,3.90329397238085,50.2670388866145,1.82112012431023,3.62289119201564,2.08217384807062,-89.837176360733,-216.793600463312,-14.9873136523554,-0.0953123774188782,52.0852641435788,2.03858531722728,16.5824222630372,867.907420690123,846.119060606061,3.33178112715027,64.5051833422349,2.03712418051549,23.755937384444,24.8368709090909,-0.00180990752995837,77.4787496490575,0,0,1,0,38414,2000.04444444444,1681.23716999947,0.840599905001847,0.160757816653565,2.7,0.5,"0: Broadleaf",2,TRUE,1657479587.5,818.606444444444,847.633,24.8308333333333,23.7573555555556,808.532666666667,24.4607555555556,500.011,73.2964111111111,0.0446685,27.2069333333333,28.0259555555556,999.9,0,0,9977.22222222222,0,1600.78222222222,-29.0264222222222,839.451,868.260444444444,1.07348,847.633,23.7573555555556,1.82001,1.74132777777778,15.9597222222222,15.2698333333333,2000.04444444444,0.980002333333333,0.0199974111111111,0,2.34447777777778,0,3354.72444444444,17300.5333333333,40.937,41.104,40.75,39.125,40.0551111111111,1960.04444444444,39.9944444444444,0,1657479564.7,0,0,"--:--:--",1657313570,1657313571.5,0,-0.183,-0.004,8.751,0.37,417,25,0.7,0.09,-29.248187804878,0.271557491289213,0.343691818274512,0,1.07251414634146,0.0199751916376309,0.00391038453327755,1,1,2,"1/2",2.97022,2.69834,0.119543,0.123332,0.08628,0.0842396,34160.8,37151.3,35174.4,38449,45605.6,50856.7,55011.2,61674.3,1.9508,2.1286,0.0546873,0,27.1052,999.9,42.205,35.268,33.0107,53.6401,36.5385,2,0.142886,3.00667,20.1212,5.19932,12.0099,4.9756,3.294,9999,9999,9999,582.9,1.8631,1.86789,1.86765,1.86887,1.86966,1.86569,1.86673,1.8681,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,10.126,0.3704,4.13642936665236,0.00845226877254873,-1.69596367087116e-06,4.01571750291996e-10,-0.0933317125700415,-0.0123801713234467,0.00146137830298027,-7.38890925161513e-06,15,2141,1,40,2767,2767,2.34863,2.64404,2.24854,2.73315,1.99585,2.40967,39.7925,13.8518,18,499.432,623.302,21.3285,29.0587,30.001,29.083,29.0311,47.0176,27.0417,0,21.3217,877.066,23.7012,102.027,102.656,"road"
"51",51,1657479595,342,2022-07-10 13:59:55,13:59:55,5,"potfru_r1","ozzie",1657479592.2,0.00205267764739551,2.05267764739551,16.7960239122574,833.882288274467,419.160494155766,30.741491350828,61.1574456801551,0.0705023514170094,3.15223584447897,0.0696379200473854,0.043600482598328,321.515145257974,28.4662271522728,28.4662271522728,3.89921236807874,50.3206929046431,1.82170844276744,3.62019745280445,2.0775039253113,-90.5230842501421,-216.164044195041,-14.922526782859,-0.0945099700680316,52.3941495320651,2.03889558533303,16.7960239122574,884.620816549559,862.761927272727,3.31820539608882,64.5051833422349,2.05267764739551,23.762761210639,24.8441824242424,-8.32235182071176e-05,77.4787496490575,0,0,1,0,38695,1999.995,1681.19577059999,0.84059998679996,0.160757974523924,2.7,0.5,"0: Broadleaf",2,TRUE,1657479592.2,833.8823,863.0969,24.83901,23.76522,823.7102,24.46856,499.9375,73.29622,0.04440198,27.19425,28.01091,999.9,0,0,9995,0,1601.343,-29.21448,855.1228,884.108,1.073776,863.0969,23.76522,1.820603,1.741902,15.96482,15.27496,1999.995,0.9800018,0.01999798,0,2.33918,0,3358.322,17300.13,40.937,41.125,40.75,39.125,40.031,1959.995,39.999,0,1657479569.5,0,0,"--:--:--",1657313570,1657313571.5,0,-0.183,-0.004,8.751,0.37,417,25,0.7,0.09,-29.2676365853659,1.20199024390244,0.308216601661169,0,1.07363219512195,0.00593331010452787,0.00357368397213003,1,1,2,"1/2",2.97143,2.69779,0.121115,0.124928,0.0862991,0.0842541,34099,37083.1,35173.6,38448.4,45604.4,50854.8,55010.8,61672.9,1.9512,2.1282,0.0531673,0,27.1189,999.9,42.18,35.288,33.0282,53.5601,36.5144,2,0.143841,2.98778,20.1216,5.19812,12.0099,4.9756,3.294,9999,9999,9999,582.9,1.8631,1.86792,1.86765,1.8689,1.86966,1.86569,1.86673,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,10.23,0.3707,4.13642936665236,0.00845226877254873,-1.69596367087116e-06,4.01571750291996e-10,-0.0933317125700415,-0.0123801713234467,0.00146137830298027,-7.38890925161513e-06,15,2141,1,40,2767.1,2767.1,2.38403,2.65015,2.24854,2.73438,1.99585,2.37183,39.7925,13.8431,18,499.72,623.012,21.3024,29.0641,30.0012,29.0855,29.0336,47.7709,27.0417,0,21.3028,890.585,23.6869,102.026,102.654,"road"
"52",52,1657479600,347,2022-07-10 14:00:00,14:00:00,5,"potfru_r1","ozzie",1657479597.5,0.00205997473778426,2.05997473778426,16.1950961562588,851.228766423163,450.891014829054,33.0685151948816,62.4294352094304,0.0708351759718643,3.14906405798239,0.0699617511030277,0.0438036708102229,321.509084,28.4590631278138,28.4590631278138,3.89758983409298,50.3576133446711,1.82234365982901,3.61880466287398,2.07524617426397,-90.844885936286,-215.844181457374,-14.9144327549522,-0.0944161486123676,53.3108729911547,2.04354331712947,16.1950961562588,901.981834298044,879.874187878788,3.4724497722481,64.5051833422349,2.05997473778426,23.7689304838601,24.8535066666667,3.24430504498912e-05,77.4787496490575,0,0,1,0,38583,1999.95666666667,1681.1636,0.840600013000282,0.160758025090544,2.7,0.5,"0: Broadleaf",2,TRUE,1657479597.5,851.228777777778,880.955555555556,24.8477555555556,23.7716777777778,840.945,24.4769222222222,500.007333333333,73.2949333333333,0.0454396333333333,27.1876888888889,28.0045333333333,999.9,0,0,9981.11111111111,0,1600.57222222222,-29.7270222222222,872.918777777778,902.407333333333,1.07607888888889,880.955555555556,23.7716777777778,1.82121444444444,1.74234333333333,15.9700444444444,15.2789111111111,1999.95666666667,0.980001666666667,0.0199981222222222,0,2.36543333333333,0,3360.95,17299.8,40.937,41.125,40.75,39.1318888888889,40.0206666666667,1959.95666666667,40,0,1657479574.3,0,0,"--:--:--",1657313570,1657313571.5,0,-0.183,-0.004,8.751,0.37,417,25,0.7,0.09,-29.3484804878049,-1.45730383275259,0.349506471707772,0,1.07450414634146,0.00493212543553736,0.00346178579011366,1,1,2,"1/2",2.971,2.69976,0.122721,0.126517,0.0863125,0.0842794,34036.4,37015.1,35173.3,38447.8,45602.9,50852.9,55009.8,61672.3,1.9508,2.1278,0.0537932,0,27.1351,999.9,42.156,35.298,33.0246,53.6301,36.5144,2,0.143923,2.91266,20.123,5.19932,12.0099,4.976,3.294,9999,9999,9999,582.9,1.8631,1.86789,1.86768,1.8689,1.8696,1.86569,1.86676,1.8681,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,10.337,0.3709,4.13642936665236,0.00845226877254873,-1.69596367087116e-06,4.01571750291996e-10,-0.0933317125700415,-0.0123801713234467,0.00146137830298027,-7.38890925161513e-06,15,2141,1,40,2767.2,2767.1,2.42065,2.64038,2.24854,2.73315,1.99585,2.39868,39.8177,13.8518,18,499.475,622.722,21.2911,29.0711,30.0005,29.088,29.036,48.4473,27.0417,0,21.3006,910.692,23.6686,102.024,102.652,"road"
"53",53,1657479605,352,2022-07-10 14:00:05,14:00:05,5,"potfru_r1","ozzie",1657479602.2,0.00207103161671298,2.07103161671299,17.1813197309988,866.74698819561,446.425876770476,32.7410492477163,63.5675647458324,0.0713356291326311,3.16235120001429,0.0704535742269948,0.0441118242405448,321.51626245797,28.446520562086,28.446520562086,3.89475056679825,50.3873815871262,1.82289600332504,3.6177629118771,2.07185456347321,-91.3324942970427,-215.453457632546,-14.8235916533729,-0.0932811249908809,53.8916979711421,2.08946861819345,17.1813197309988,919.170603379865,896.693224242424,3.42525055638031,64.5051833422349,2.07103161671299,23.7687114486452,24.8588581818182,0.00011643439229925,77.4787496490575,0,0,1,0,39142,2000.002,1681.20165059998,0.840599984700008,0.160757970471015,2.7,0.5,"0: Broadleaf",2,TRUE,1657479602.2,866.747,896.8298,24.85528,23.75489,856.3638,24.48414,499.9448,73.29542,0.044973,27.18278,28.01585,999.9,0,0,10040,0,1600.274,-30.08286,888.8393,918.6523,1.100403,896.8298,23.75489,1.821779,1.741124,15.97492,15.268,2000.002,0.9800021,0.01999766,0,2.27544,0,3364.601,17300.15,40.937,41.125,40.75,39.1374,40.0186,1960.002,39.999,0,1657479579.1,0,0,"--:--:--",1657313570,1657313571.5,0,-0.183,-0.004,8.751,0.37,417,25,0.7,0.09,-29.4876926829268,-3.55715331010459,0.439267675152936,0,1.07835195121951,0.0630708710801371,0.0117045334597247,1,1,2,"1/2",2.97151,2.69878,0.124289,0.128083,0.0863432,0.0841711,33974.9,36947.8,35172.7,38446.8,45600.4,50858.2,55008.6,61671.3,1.9518,2.1278,0.0549257,0,27.1466,999.9,42.156,35.309,33.0478,52.6501,36.5144,2,0.15248,-4.29695,20.074,5.19932,12.0099,4.976,3.294,9999,9999,9999,582.9,1.8631,1.86783,1.86758,1.86874,1.86954,1.86563,1.86661,1.86801,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,10.442,0.3715,4.13642936665236,0.00845226877254873,-1.69596367087116e-06,4.01571750291996e-10,-0.0933317125700415,-0.0123801713234467,0.00146137830298027,-7.38890925161513e-06,15,2141,1,40,2767.2,2767.2,2.45483,2.64893,2.24854,2.73438,1.99585,2.39136,39.8177,13.7906,18,500.165,622.722,22.3389,29.0791,30.0068,29.0905,29.036,49.1908,27.317,0,23.1161,924.147,23.6432,102.022,102.65,"road"
"54",54,1657479610,357,2022-07-10 14:00:10,14:00:10,5,"potfru_r1","ozzie",1657479607.5,0.00269770073843113,2.69770073843114,17.1532663317653,884.267432461974,557.704931575908,40.9027474404818,64.8532322596336,0.0949115660919789,3.15112175928564,0.0933515505960302,0.0584827444534411,321.520433333333,28.3198083992777,28.3198083992777,3.86616768782477,50.4936229236515,1.8290227093061,3.62228456467,2.03714497851867,-118.968602564813,-189.5439734337,-13.0805541716585,-0.0726968368384462,54.2685753497435,2.3093778381427,17.1532663317653,936.499107372462,913.853018181817,3.47508500850791,64.5051833422349,2.69770073843114,23.7392964124244,24.9942127272727,0.0363598121830871,77.4787496490575,0,0,1,0,38690,2000.02777777778,1681.22333333333,0.840599991666782,0.16075798391689,2.7,0.5,"0: Broadleaf",2,TRUE,1657479607.5,884.267444444444,914.673888888889,24.9385444444444,23.7226333333333,873.772444444444,24.5637222222222,500.021777777778,73.2966555555555,0.0445417777777778,27.2040777777778,28.0132666666667,999.9,0,0,9990,0,1599.47555555556,-30.4066666666667,906.883777777778,936.899444444444,1.21591222222222,914.673888888889,23.7226333333333,1.82790888888889,1.73878777777778,16.0275111111111,15.2470888888889,2000.02777777778,0.980001666666667,0.0199981222222222,0,2.32597777777778,0,3369.64555555556,17300.3777777778,40.9094444444444,41.1525555555556,40.75,39.1594444444444,40,1960.02777777778,40,0,1657479584.5,0,0,"--:--:--",1657313570,1657313571.5,0,-0.183,-0.004,8.751,0.37,417,25,0.7,0.09,-29.8447682926829,-4.62606271777012,0.518699857965262,0,1.11337658536585,0.505203972125435,0.0626089725748383,0,0,2,"0/2",2.97076,2.69817,0.125856,0.129641,0.0866619,0.0839537,33913,36881.3,35171.5,38446.5,45583.9,50869.2,55007.9,61669.9,1.9508,2.1272,0.0522733,0,27.1627,999.9,42.156,35.309,33.0495,53.0201,36.5024,2,0.140711,-0.103377,20.1461,5.19812,12.0099,4.9752,3.294,9999,9999,9999,582.9,1.86313,1.86792,1.86768,1.8689,1.86966,1.86569,1.86676,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,10.548,0.3774,4.13642936665236,0.00845226877254873,-1.69596367087116e-06,4.01571750291996e-10,-0.0933317125700415,-0.0123801713234467,0.00146137830298027,-7.38890925161513e-06,15,2141,1,40,2767.3,2767.3,2.49146,2.6416,2.24854,2.73315,1.99585,2.40723,39.8177,13.8694,18,499.517,622.273,23.2758,29.0866,29.9954,29.0934,29.0385,49.8605,27.6006,0,23.1133,944.243,23.5084,102.02,102.648,"road"
"55",55,1657479615,362,2022-07-10 14:00:15,14:00:15,5,"potfru_r1","ozzie",1657479612.2,0.00244558916466293,2.44558916466293,18.3196701045453,899.922187098259,516.629848554817,37.8897472062112,66.000491976599,0.0847744829830701,3.14861324008436,0.0835265705112792,0.05231469623299,321.519933257957,28.4505560690383,28.4505560690383,3.89566388974932,50.377407599707,1.83217586379545,3.63689985470015,2.06348802595388,-107.850482161635,-199.928570704894,-13.8219382765752,-0.0810578851470893,54.5152811670062,2.57640179491576,18.3196701045453,953.735019495298,930.777878787878,3.38794645206618,64.5051833422349,2.44558916466293,23.6290298011271,24.9610321212121,-0.00976587181839737,77.4787496490575,0,0,1,0,38419,2000.025,1681.22097059998,0.840599977800266,0.160757957154514,2.7,0.5,"0: Broadleaf",2,TRUE,1657479612.2,899.9222,930.6111,24.98187,23.62543,889.3277,24.60515,500.0224,73.29576,0.04446088,27.27276,28.06979,999.9,0,0,9979,0,1601.159,-30.6892,922.9797,953.1294,1.356453,930.6111,23.62543,1.831065,1.731643,16.05454,15.18305,2000.025,0.9800021,0.01999766,0,2.31389,0,3372.452,17300.37,40.9122,41.187,40.75,39.187,40,1960.025,39.999,0,1657479589.3,0,0,"--:--:--",1657313570,1657313571.5,0,-0.183,-0.004,8.751,0.37,417,25,0.7,0.09,-30.2099175,-3.819783489681,0.439871391936041,0,1.178572,1.09490341463414,0.113989794547582,0,0,2,"0/2",2.9706,2.69816,0.127398,0.131185,0.0865429,0.0838559,33853.2,36815.7,35171.6,38446.3,45589.6,50875,55007.6,61670.3,1.951,2.1278,0.0558496,0,27.1788,999.9,42.132,35.329,33.068,53.1201,36.5144,2,0.140447,1.18678,20.1434,5.19692,12.0099,4.9752,3.294,9999,9999,9999,582.9,1.8631,1.86792,1.86768,1.8689,1.86966,1.86569,1.86673,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,10.654,0.3753,4.13642936665236,0.00845226877254873,-1.69596367087116e-06,4.01571750291996e-10,-0.0933317125700415,-0.0123801713234467,0.00146137830298027,-7.38890925161513e-06,15,2141,1,40,2767.4,2767.4,2.52563,2.6416,2.24854,2.73438,1.99585,2.3938,39.8428,13.8694,18,499.694,622.803,23.3077,29.0941,29.9985,29.098,29.0434,50.5958,27.8761,0,23.0827,957.677,23.4775,102.02,102.649,"road"
